MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
367062810,2024-01-01T00:00:01,35.87101,-75.75439,0.0,360.0,511.0,OCRACOKE,,WAP3947,60,0,43,14,0.0,60,A
367169000,2024-01-01T00:00:02,30.20851,-91.04974,0.0,188.0,282.0,ZEPHYR,,WDM6615,57,12,382,29,3.3,57,A
368219430,2024-01-01T00:00:08,25.74208,-80.17886,0.0,180.9,191.0,GENESIS,IMO9060156,WDM5806,37,0,18,5,0.0,37,A
316042022,2024-01-01T00:00:08,49.31204,-123.10688,0.0,255.5,187.0,SEASPAN RAPTOR,IMO9766994,,52,0,24,11,5.3,52,A
352001438,2024-01-01T00:00:13,37.20325,-76.11756,0.0,354.1,350.0,LIGNUM GRID,IMO9897975,3E2671,70,1,180,32,7.5,70,A
367047170,2024-01-01T00:00:05,45.64741,-122.73944,0.0,348.7,288.0,MAVERICK,,WDC5837,52,0,26,8,3.2,52,A
367535270,2024-01-01T00:00:05,27.85258,-97.06696,0.0,334.4,511.0,LADY JUNE,,WDG4316,31,12,23,10,2.8,31,A
367513190,2024-01-01T00:00:01,46.09065,-122.93206,0.0,5.0,105.0,PORTLAND,IMO8118035,WDG2201,52,0,27,10,3.8,52,A
316018772,2024-01-01T00:00:34,49.19788,-122.94512,0.0,352.9,511.0,SCEPTRE COLUMBIA,,,33,3,73,18,0.3,33,A
368124590,2024-01-01T00:00:07,29.61410,-95.01853,0.0,229.1,86.0,CECIL M,IMO9901855,WDL3746,52,0,30,13,6.2,52,A
367092740,2024-01-01T00:00:05,27.86494,-97.16465,0.0,360.0,511.0,MR DEAN,IMO8644383,WDC8768,31,8,32,9,3.0,31,A
367129820,2024-01-01T00:00:05,30.20822,-90.49149,0.0,360.0,511.0,JACKIE,,WDC2913,31,15,19,7,2.3,22,A
368240920,2024-01-01T00:00:04,17.52756,-67.06129,6.8,143.0,140.0,HOS MAVERICK,IMO9385257,WDM8176,79,0,85,18,3.9,79,A
368090850,2024-01-01T00:00:02,29.42521,-94.71861,0.0,196.8,225.0,LOUISE NEWELL,,WDK8102,31,12,22,9,3.0,31,A
366834350,2024-01-01T00:00:02,29.77415,-95.10067,0.3,46.0,327.0,SAN JOAQUIN,,WDA6619,31,12,73,12,3.4,52,A
368211990,2024-01-01T00:00:00,40.69963,-74.15191,0.0,308.8,359.0,J ARNOLD WITTE,,WDM5041,52,0,23,8,3.0,52,A
368182290,2024-01-01T00:00:01,18.33495,-64.92149,0.0,293.4,310.0,LADY LORRIANE,,WDL9795,37,0,30,8,2.0,37,A
636021579,2024-01-01T00:00:08,31.73702,-79.86054,12.4,53.2,55.0,BUNUN TREASURE,IMO9894715,5LEQ7,70,0,180,30,9.6,70,A
367311510,2024-01-01T00:00:06,30.04900,-90.56917,0.1,182.0,269.0,ST THERESE,,WDD9442,52,0,22,9,2.8,52,A
368279270,2024-01-01T00:00:07,30.73864,-88.04190,4.9,198.1,195.0,JULEANN TORRENCE,,WDN4244,57,0,148,23,2.7,57,A
316004950,2024-01-01T00:00:03,46.91816,-84.94540,13.3,157.9,155.0,SAGINAW,IMO5173876,VF2560,70,0,193,22,5.5,70,A
368238290,2024-01-01T00:00:01,29.45325,-89.61618,5.3,286.1,511.0,A.B. CENAC,,WDM7894,52,15,15,7,0.0,52,A
367013240,2024-01-01T00:00:00,29.94758,-90.16798,0.0,119.4,511.0,CONNIE Z,IMO0000198,WDF2944,52,0,17,8,9.0,52,A
371860000,2024-01-01T00:00:07,32.65425,-79.66697,9.8,121.3,122.0,MSC LORENA,IMO9320403,3EBO9,72,0,275,32,10.4,72,A
367049010,2024-01-01T00:00:06,29.87845,-89.89944,0.0,160.9,511.0,MISS TERRY,,WAO2809,30,15,13,5,0.0,30,A
367416420,2024-01-01T00:00:07,21.31012,-157.86888,0.0,326.2,511.0,FREEDOM,IMO8666501,WDE9353,52,0,28,11,3.6,52,A
339094000,2024-01-01T00:00:01,25.31190,-80.28096,0.0,331.9,89.0,ELYSIAN,,6YWA5,37,0,40,8,2.0,37,A
368063440,2024-01-01T00:00:01,37.77723,-122.30070,4.4,87.2,90.0,CARINA,,WDK5289,60,0,42,12,2.5,60,A
369305000,2024-01-01T00:00:07,40.26479,-73.97586,0.1,52.5,311.0,MAGDALEN,IMO9652210,WDJ7547,33,3,109,24,7.8,33,A
367037240,2024-01-01T00:00:11,46.16814,-123.91428,0.0,0.0,511.0,IRON LADY,IMO8120258,WTK5059,30,3,21,6,0.2,30,A
367584550,2024-01-01T00:00:13,30.20853,-90.49165,0.0,82.2,8.0,MR LEON,IMO0640586,WDG9122,31,5,14,8,2.7,57,A
538004371,2024-01-01T00:00:06,41.33926,-69.39610,11.8,152.6,151.0,ELANDRA BALTIC,IMO9482562,V7WR2,80,0,183,32,8.7,80,A
316014160,2024-01-01T00:00:07,44.76914,-82.82253,12.7,161.1,159.0,MANITOULIN,IMO8810918,XJBX,70,0,203,24,7.0,70,A
338570000,2024-01-01T00:00:00,32.63659,-117.23232,9.2,209.6,213.0,BAYPORT,IMO8993784,WCZ4240,33,0,98,17,6.5,33,A
538010185,2024-01-01T00:00:05,29.98271,-90.39640,0.0,70.7,332.0,SFL OTTAWA,IMO9593012,V7A5726,80,5,274,48,9.3,80,A
368331910,2024-01-01T00:00:07,40.64123,-74.16394,0.0,228.6,284.0,GRACE MCALLISTER,IMO1339569,WDN9965,52,0,28,12,0.0,52,A
366972280,2024-01-01T00:00:07,29.73769,-95.15658,0.0,39.1,511.0,JOEY DEVALL,,WYB7063,31,0,18,7,2.0,31,A
367661220,2024-01-01T00:00:00,40.50405,-80.11299,0.0,358.9,110.0,VULCAN,,WDH8763,31,0,31,8,3.0,57,A
367639270,2024-01-01T00:00:05,29.99013,-90.80499,6.0,46.0,51.0,DENNIS FROMENTHAL,,WDH6560,31,12,88,54,3.4,57,A
338215000,2024-01-01T00:00:02,30.01580,-88.72136,0.1,161.2,160.0,HARVEY GLADIATOR,IMO9752515,WDH6366,70,0,61,14,3.1,70,A
367613790,2024-01-01T00:00:00,30.15014,-89.53748,7.0,263.2,258.0,JOHN DEMPSEY,,WDH4061,31,12,211,18,3.0,57,A
563005200,2024-01-01T00:00:08,19.53140,-66.69375,12.7,86.0,88.0,EPIC SAMOS,IMO9733557,9V2722,80,0,120,21,5.5,80,A
316001257,2024-01-01T00:00:08,49.34954,-123.32838,20.2,211.5,212.0,QUEEN OF OAK BAY,IMO7902283,VG8234,60,0,139,28,5.4,60,A
366985310,2024-01-01T00:00:00,37.85631,-122.47769,0.0,267.1,278.0,BAY MONARCH,,WCZ9381,60,0,39,12,2.4,60,A
366996190,2024-01-01T00:00:05,32.69022,-80.22372,0.0,119.4,341.0,ISLAND FOX,,WDK5842,52,0,17,7,2.5,52,A
368151830,2024-01-01T00:00:05,47.61658,-122.51168,0.0,62.6,511.0,MORE COWBELL,IMO0000000,WDL6550,37,,13,4,,,B
368141480,2024-01-01T00:00:04,47.65876,-122.37911,0.0,214.6,511.0,FOXY LADY,IMO8964563,WDL5479,30,0,39,10,3.0,30,A
367674860,2024-01-01T00:00:05,39.37336,-74.42028,0.0,198.4,511.0,MISS TAYLOR,IMO0000000,WDI2113,30,,15,8,,,B
367029470,2024-01-01T00:00:04,42.34313,-71.02303,7.4,91.1,92.0,BOSTON PILOT CHELSEA,,WDC4722,50,0,15,4,0.0,50,A
338387252,2024-01-01T00:00:03,33.98271,-118.45119,0.0,360.0,511.0,QUACKERS,,,99,15,0,0,0.0,99,A
327801007,2024-01-01T00:00:05,17.68354,-64.74062,10.4,335.6,335.0,SVITZER CATUAN,IMO9788253,HIAA34,52,0,24,11,5.8,52,A
368219290,2024-01-01T00:00:01,29.37606,-94.87119,0.0,305.3,105.0,DEFENDER,IMO1319784,WDM5794,31,12,26,6,2.8,31,A
367666110,2024-01-01T00:00:06,29.76629,-91.71423,5.9,288.1,511.0,JAX,,WDH9245,31,0,12,8,5.7,31,A
366997610,2024-01-01T00:00:08,29.56966,-90.71694,0.0,270.7,511.0,SHIFTER II,,WDH8268,31,0,15,5,2.4,31,A
367015930,2024-01-01T00:00:09,29.26563,-89.35339,0.0,57.7,511.0,MISS APRIL,,WDC3896,52,5,18,6,2.0,52,A
367477560,2024-01-01T00:00:10,29.98532,-90.40553,0.0,208.4,292.0,CAPT PIC NAQUIN,,WDF6760,31,0,225,42,3.2,57,A
367741140,2024-01-01T00:00:07,40.69518,-74.14410,0.0,327.1,258.0,ANDREA,IMO8966717,WDI8687,31,0,28,9,4.0,31,A
368064650,2024-01-01T00:00:08,33.72369,-118.27976,0.0,360.0,511.0,KIN SHIP,,WDK5421,37,15,26,6,0.0,37,A
367474680,2024-01-01T00:00:06,29.64549,-90.32289,5.6,87.7,511.0,PABST,IMO0000047,WDM5955,31,0,61,18,3.1,57,A
367363590,2024-01-01T00:00:00,46.13685,-123.02222,2.8,120.7,112.0,CLARKSTON,,WDE5220,31,12,83,49,3.0,57,A
368135270,2024-01-01T00:00:00,40.70354,-74.00595,0.0,160.5,239.0,CURIOSITY,,WDL4831,60,0,29,8,0.0,60,A
367640860,2024-01-01T00:00:04,39.03625,-76.36805,7.6,200.3,511.0,AMY E HEBERT,IMO7047667,WDN5704,31,0,32,9,4.0,31,A
367709930,2024-01-01T00:00:02,29.51635,-94.51364,4.9,242.8,238.0,CAPT DAVID CARRIERE,IMO1265926,WDI5570,31,12,116,34,3.1,57,A
367457250,2024-01-01T00:00:00,29.32007,-94.78528,0.0,321.5,303.0,GALVESTON,IMO1227743,WDF4916,50,0,22,6,0.0,50,A
367544060,2024-01-01T00:00:04,34.78901,-90.47559,8.9,162.3,148.0,ANN ELISE,,WDG5175,31,12,215,34,2.6,57,A
316001251,2024-01-01T00:00:05,49.25881,-123.68245,19.8,78.7,80.0,QUEEN OF COWICHAN,IMO7411143,CZ4990,60,0,139,27,5.2,60,A
368165580,2024-01-01T00:00:04,30.43089,-91.20822,0.6,125.9,123.0,PARKER JAMES,,WDL8010,57,12,205,22,0.0,57,A
367622520,2024-01-01T00:00:03,29.98607,-90.39888,0.2,268.4,511.0,MAGNOLIA,IMO125279100,WDH4902,31,12,22,10,0.0,31,A
357456000,2024-01-01T00:00:09,39.20473,-73.48466,0.1,288.5,299.0,FUGRO EXPLORER,IMO9208564,3FEV9,90,3,80,16,4.5,90,A
367104050,2024-01-01T00:00:04,34.38979,-120.11743,0.5,228.8,511.0,RYAN T,IMO8982591,WDC9570,60,0,31,8,0.0,60,A
367530220,2024-01-01T00:00:04,47.65733,-122.37949,0.0,347.3,511.0,MARIA MARU,IMO8886008,WDG3842,30,0,21,6,3.9,30,A
367662840,2024-01-01T00:00:02,40.70941,-73.98542,0.0,179.3,511.0,MAJESTIC PRINCESS,,WDH8920,60,0,33,8,2.2,60,A
235108525,2024-01-01T00:00:08,28.69839,-89.35055,10.6,330.7,330.0,KMARIN RESPECT,IMO9683001,2ICH7,89,0,250,44,8.8,89,A
366978210,2024-01-01T00:00:04,29.33813,-94.77504,10.5,3.9,511.0,DEWITT C GREER,IMO9102019,WCP3759,66,0,77,20,3.3,66,A
367455780,2024-01-01T00:00:04,29.14708,-90.22358,0.0,226.9,511.0,ZACHARY TAYLOR,IMO8982589,WDF4780,60,13,38,9,0.0,60,A
368216230,2024-01-01T00:00:04,29.75991,-95.07394,5.2,125.9,131.0,KYLE SMITH,IMO1308580,WDM5469,57,12,24,10,3.1,0,A
367676480,2024-01-01T00:00:03,48.75500,-122.50335,0.0,67.3,511.0,VIS,IMO0000000,WDL2853,30,,18,7,,,B
368213030,2024-01-01T00:00:03,18.34047,-64.79463,0.0,360.0,511.0,FREEDOM,IMO0000000,WDM5146,36,,14,7,,,B
338134545,2024-01-01T00:00:01,43.63762,-70.21318,7.3,329.9,331.0,PATRICIA ANN,IMO0000000,,30,,15,5,,,B
368039750,2024-01-01T00:00:01,38.57271,-90.22858,0.0,54.8,511.0,PRAIRIE HARVEST,,WDK2871,31,0,22,9,2.9,31,A
338467989,2024-01-01T00:00:00,33.98099,-118.45214,0.1,360.0,511.0,STELLA POLARIS,IMO0000000,,37,,11,4,,,B
338390908,2024-01-01T00:00:07,32.76087,-117.23510,0.0,360.0,511.0,MISTY DAWN,IMO0000000,WBB2438,37,,12,4,,,B
636020434,2024-01-01T00:00:05,27.81656,-96.24401,0.5,351.0,235.0,CELESTE NOVA,IMO9534054,D5ZF7,80,0,333,60,20.9,80,A
309372000,2024-01-01T00:00:00,48.35158,-124.33041,14.4,115.9,114.0,MOZU ARROW,IMO8918227,C6NI8,70,0,186,30,8.4,70,A
367455140,2024-01-01T00:00:00,38.63296,-75.61691,0.0,204.0,202.0,D GRAY KIMEL,,WCZ9768,31,0,16,8,2.5,31,A
636015975,2024-01-01T00:00:04,40.32887,-73.87755,0.0,124.2,207.0,AGIOS DIMITRIOS,IMO9349605,D5DU8,71,0,299,40,10.3,71,A
367453030,2024-01-01T00:00:04,30.35172,-81.62033,0.0,360.0,511.0,AEGEAN DAWN,IMO7721988,WDL4296,31,11,32,10,5.0,31,A
367159090,2024-01-01T00:00:03,36.83902,-76.29134,0.0,285.8,218.0,WILLIAM E POOLE,,WDD5490,52,0,23,8,2.1,52,A
338479456,2024-01-01T00:00:01,31.10982,-81.46804,30.4,293.4,284.0,CAT SPLASH FEVER,IMO0000000,,37,,9,3,,,B
367444940,2024-01-01T00:00:00,28.95033,-92.03654,20.4,338.1,511.0,WILDCAT,IMO9076296,WDH8013,69,0,49,10,1.8,69,A
366995360,2024-01-01T00:00:06,30.37544,-91.22739,0.0,221.8,103.0,UNCLE BUD,,WDC2592,31,12,79,11,2.6,52,A
367432180,2024-01-01T00:00:06,35.50759,-90.01387,0.0,285.7,27.0,DENNIS J PASENTINE,,WDF2813,31,12,42,10,3.1,31,A
367694720,2024-01-01T00:00:06,40.64177,-74.19303,0.0,360.0,511.0,JANET D,IMO7327847,WDI4058,31,0,23,9,2.5,99,A
369970479,2024-01-01T00:00:05,38.98416,-76.46728,0.0,346.7,351.0,YP-705,IMO100000705,NFEC,99,0,38,9,3.2,99,A
338127859,2024-01-01T00:00:03,42.04602,-87.68337,0.0,360.0,511.0,VOBAL,IMO0000000,,20,,2,2,,,B
368004350,2024-01-01T00:00:03,30.52417,-91.26953,7.2,64.3,511.0,ROGER L KNIGHT,,WDJ7200,31,12,39,19,2.9,57,A
367551680,2024-01-01T00:00:01,29.75742,-95.09406,0.1,311.4,27.0,SAMMY TATE,,WDG5920,31,12,113,18,2.9,0,A
368167380,2024-01-01T00:00:01,29.23982,-89.34361,29.0,170.3,511.0,ANNA BELLE,IMO0000000,WDL8203,60,,16,5,,,B
368096750,2024-01-01T00:00:01,42.61241,-70.65274,0.0,360.0,511.0,PRINCESS LAURA,IMO7728663,WDK8719,30,15,25,7,12.2,99,A
367391920,2024-01-01T00:00:07,29.11942,-90.20748,0.0,87.1,163.0,GOL SUPPORTER,IMO9559157,WDP3262,70,0,62,14,4.0,70,A
367309480,2024-01-01T00:00:07,45.97560,-122.83595,0.0,272.1,150.0,W E IVANOFF,,WDD9292,52,0,17,6,2.0,52,A
366796250,2024-01-01T00:00:01,39.20126,-74.64137,0.0,236.3,511.0,ILLINOIS,IMO0580274,WYQ3689,33,0,69,20,0.0,33,A
367770980,2024-01-01T00:00:04,49.29218,-123.00347,0.0,152.7,268.0,BILL GOBEL,IMO9835812,WDJ3749,52,12,147,22,4.4,52,A
245639000,2024-01-01T00:00:03,37.08098,-76.10723,10.4,328.3,330.0,FRASERBORG,IMO9419319,PCJS,79,0,156,16,7.7,79,A
367171050,2024-01-01T00:00:02,30.51393,-91.22447,0.0,294.6,511.0,GEORGE E MARBLE,,WDD6300,52,0,16,7,2.4,52,A
368027230,2024-01-01T00:00:02,47.52315,-122.39718,2.1,91.2,88.0,WSF SUQUAMISH,IMO9801782,WDJ9559,60,0,110,25,0.0,60,A
367400370,2024-01-01T00:00:01,44.31598,-124.29924,5.4,198.7,180.0,NORDIC VALOR,,WDE8006,30,0,23,8,0.0,30,A
366904890,2024-01-01T00:00:00,46.78490,-86.66804,11.2,85.2,85.0,HON JAMES L OBERSTAR,IMO5322518,WL3108,70,0,246,24,7.7,70,A
367751160,2024-01-01T00:00:06,29.93439,-89.98743,0.0,3.9,302.0,CHARLIE C,,WDI9685,31,0,211,18,3.1,52,A
366983480,2024-01-01T00:00:05,30.44102,-91.19229,0.1,153.6,511.0,MARGARET F COOPER,,WDB9825,52,0,32,8,3.8,52,A
367005520,2024-01-01T00:00:04,30.27014,-91.61513,0.0,284.1,138.0,CREOLE SUE,IMO521156000,WDC3303,31,0,115,18,2.4,57,A
366921780,2024-01-01T00:00:05,29.31155,-94.80687,0.5,291.4,511.0,JUPITER,IMO8835138,WAK3719,52,0,27,11,5.0,52,A
367641540,2024-01-01T00:00:02,27.84166,-97.51427,1.9,112.3,118.0,CAROL ANN GOLDING,,WDH6780,31,0,116,34,2.8,57,A
367793980,2024-01-01T00:00:01,41.68122,-83.48201,0.0,357.4,225.0,CLEVELAND,,WDJ6062,52,15,19,7,0.0,52,A
352983000,2024-01-01T00:00:02,32.63216,-78.86585,14.2,80.8,82.0,MSC STELLA,IMO9279989,H8PA,71,0,304,40,10.1,71,A
367156260,2024-01-01T00:00:00,29.59709,-90.66566,0.0,13.0,204.0,WARREN THOMAS,IMO9399454,WDJ6269,90,0,46,11,0.0,0,A
367484250,2024-01-01T00:00:07,29.99389,-90.01973,0.0,15.9,254.0,COMMANDER,IMO1232449,WDF7413,31,12,120,34,2.8,57,A
367007240,2024-01-01T00:00:07,29.94382,-90.38440,0.0,353.4,297.0,ALLISON S,IMO1020475,WDC3396,52,0,28,9,0.0,52,A
368330600,2024-01-01T00:00:07,30.05809,-93.71737,0.0,205.0,511.0,FLORENCE DAVIS,IMO8231484,WDN7949,57,12,118,34,2.9,57,A
368097780,2024-01-01T00:00:04,30.05909,-93.52116,4.0,86.8,88.0,EVERARD DUPRE,IMO101269035,WDK8825,52,12,112,18,2.9,57,A
366966060,2024-01-01T00:00:04,30.29017,-86.62297,8.2,273.0,272.0,CONSORT,IMO8317693,WDH6873,31,0,32,9,0.0,31,A
538008990,2024-01-01T00:00:03,32.93501,-117.82593,12.3,334.5,335.0,MAGNOLIA EXPRESS,IMO9901427,V7A4167,80,0,183,32,7.9,80,A
368251250,2024-01-01T00:00:01,28.41537,-80.60915,0.0,360.0,511.0,BAYOU BANDIT,IMO7391032,WDM9280,52,0,21,8,3.0,52,A
367633230,2024-01-01T00:00:01,30.45530,-91.19248,0.0,127.8,353.0,ASHLEY,,WDK9484,52,0,20,8,2.6,52,A
367537450,2024-01-01T00:00:05,29.93721,-90.32573,0.1,303.6,249.0,WILLIAM S,IMO9670286,WDG4522,31,0,29,11,3.7,90,A
368180460,2024-01-01T00:00:01,37.80279,-122.39769,0.0,241.9,229.0,DELTA DEANNA,IMO9833979,WDL9594,52,0,34,10,6.1,52,A
303682000,2024-01-01T00:00:00,29.61140,-94.92705,0.0,347.1,511.0,3301 BOOSTER,,WCG5821,37,15,38,17,0.0,0,A
367388530,2024-01-01T00:00:04,36.95272,-76.32846,0.0,300.6,107.0,FORT BRAGG,IMO8943935,WDE7065,52,0,28,10,4.0,52,A
368199000,2024-01-01T00:00:03,24.87096,-80.32943,14.1,227.2,229.0,AMERICAN PRIDE,IMO9763863,KAPD,80,0,183,32,11.3,80,A
368287070,2024-01-01T00:00:02,29.70159,-89.98380,0.0,174.7,250.0,BOYCE B,,WDN5104,52,0,72,9,3.1,52,A
367719770,2024-01-01T00:00:01,29.92210,-89.97328,0.0,360.0,511.0,THOMAS JEFFERSON,IMO0241522,WDI6544,60,15,34,20,0.0,90,A
367011830,2024-01-01T00:00:00,38.44293,-82.60177,0.0,172.0,168.0,MT. AIRY,IMO100662083,WDC3641,52,12,34,12,2.8,57,A
367544960,2024-01-01T00:00:01,40.54442,-74.25204,3.0,180.9,177.0,THUNDER,,WDG5276,52,0,24,10,2.8,52,A
368926258,2024-01-01T00:00:09,39.26331,-76.60283,0.0,144.1,511.0,CATLETT,,AESZ,33,15,19,7,0.0,33,A
636019582,2024-01-01T00:00:09,36.80558,-75.17530,0.3,60.7,302.0,MSC ARICA,IMO9619452,D5VE2,70,0,299,48,13.7,70,A
367591760,2024-01-01T00:00:05,29.60987,-94.98965,0.1,147.0,511.0,DIAMOND LUGGER,,WDG9849,52,0,21,8,1.3,52,A
563052600,2024-01-01T00:00:05,36.71406,-123.95407,10.9,329.7,330.0,CAP JACKSON,IMO9484560,9V2249,91,0,264,32,10.1,91,A
367007870,2024-01-01T00:00:04,19.98850,-155.10443,8.0,321.4,319.0,HENRY SAUSE,IMO7530078,WTW9259,32,12,33,11,4.0,32,A
368250110,2024-01-01T00:00:05,29.59352,-94.41260,0.6,69.3,60.0,JOSEPH ALFED DEVALL,,WDM9158,32,5,22,9,2.8,32,A
366764730,2024-01-01T00:00:03,32.69591,-117.15250,0.0,288.1,251.0,SCOUT,IMO9188570,WCZ2046,31,0,34,12,5.2,31,A
366920910,2024-01-01T00:00:02,32.83688,-79.89509,0.3,356.5,47.0,THOMAS DANN,IMO8003307,WDG9719,31,0,36,9,5.0,39,A
367552410,2024-01-01T00:00:01,39.91900,-75.13533,0.1,136.5,511.0,ANNABELLE DOROTHY MO,IMO9650406,WDG5993,31,0,26,10,8.4,57,A
311000635,2024-01-01T00:00:00,28.91222,-94.30961,12.5,95.7,102.0,SONANGOL CAZENGA,IMO9766310,C6DC3,80,0,274,48,13.4,80,A
367030520,2024-01-01T00:00:04,34.49630,-90.59199,0.0,347.7,511.0,BIG DADDY,,WDC4779,31,15,27,8,0.0,31,A
368218350,2024-01-01T00:00:03,35.10631,-90.08410,0.0,98.8,264.0,SHAILESH D,,WDM5698,57,12,40,10,3.7,57,A
367796070,2024-01-01T00:00:01,29.78992,-95.08040,0.0,52.6,324.0,BRYCE MORGAN,IMO1277320,WDJ6268,31,12,113,34,2.7,57,A
366961460,2024-01-01T00:00:06,30.04921,-90.53825,0.0,150.0,278.0,DAVID G SEHRT,IMO100500046,WDL2146,31,12,178,33,3.6,57,A
368133450,2024-01-01T00:00:00,33.71840,-118.23353,7.0,231.8,235.0,DARELL HIATT,IMO1301246,WDL4645,31,12,27,10,3.3,31,A
368424000,2024-01-01T00:00:05,29.36824,-92.94034,10.5,115.9,119.0,CROSBY GUARDIAN,IMO9572288,WDH3357,52,0,39,12,0.0,52,A
367702370,2024-01-01T00:00:04,30.01223,-90.73844,0.0,352.6,276.0,SAFETY CHALLENGER,,WDI4822,52,12,22,10,2.8,52,A
366993270,2024-01-01T00:00:03,29.75835,-95.09810,0.2,131.9,297.0,DANIELLE GUIDRY,,WDC2442,31,0,17,7,2.0,57,A
367542650,2024-01-01T00:00:00,29.17900,-89.25809,0.0,345.8,247.0,RIVER PILOT,,WDG5036,50,15,16,3,0.0,50,A
367002580,2024-01-01T00:00:07,29.78993,-93.32345,0.0,360.0,123.0,LUCY MAY,IMO0197533,WDC3098,31,0,22,8,2.7,56,A
368344230,2024-01-01T00:00:04,35.04010,-76.66773,0.0,0.0,511.0,MALIBU MOON,IMO0000000,WDP3307,36,,12,4,,,B
367137180,2024-01-01T00:00:07,34.71798,-76.69565,0.0,306.4,338.0,ALLIE B,IMO7626279,WDD3857,52,0,37,11,4.3,52,A
367713780,2024-01-01T00:00:00,29.54046,-93.74759,24.7,143.2,142.0,PORT ARTHUR,,WDI5961,50,0,17,6,0.0,50,A
367470740,2024-01-01T00:00:04,47.64693,-122.31393,5.8,144.1,511.0,GRAND ADVENTURE,IMO0000000,WDK8953,37,,15,5,,,B
366874650,2024-01-01T00:00:04,28.97443,-89.50269,0.7,355.4,511.0,MR HENRY,IMO9283083,WDB2323,60,0,43,10,2.5,60,A
368060930,2024-01-01T00:00:03,30.12751,-90.91887,4.5,254.1,511.0,GUN RUNNER,,WDK5024,31,0,18,6,3.0,31,A
538007466,2024-01-01T00:00:04,40.45439,-73.64838,6.5,264.9,268.0,SFL TRINITY,IMO9799862,V7PC7,80,0,250,44,12.2,80,A
366920310,2024-01-01T00:00:00,40.56003,-74.23000,0.0,278.7,511.0,LIZ VINIK,IMO5107918,WDJ7775,52,0,28,10,4.6,52,A
368304090,2024-01-01T00:00:02,29.23698,-89.36174,0.0,271.6,511.0,WENDY LOU,,WDN6970,70,0,35,8,2.0,39,A
367505780,2024-01-01T00:00:00,27.83808,-97.50688,1.4,278.6,296.0,CPL JACOB C LEICHT,IMO101236196,WDF9500,31,0,124,33,3.0,57,A
269114130,2024-01-01T00:00:03,17.96328,-65.65346,6.1,29.3,511.0,EVER GREEN,IMO0000000,HBY5461,36,,15,4,,,B
338398366,2024-01-01T00:00:03,47.64426,-122.31521,0.3,360.0,511.0,NIRVANA,IMO0000000,,37,,14,5,,,B
368187170,2024-01-01T00:00:08,18.05356,-65.83675,0.0,360.0,511.0,CABO PEYO,IMO7306790,WDM2338,52,0,63,14,4.0,52,A
368070610,2024-01-01T00:00:02,48.51361,-122.60709,0.0,229.8,511.0,BELLATRIX,IMO0000000,WDK6036,36,,14,4,,,B
